WKT,nama,deskripsi
"POLYGON ((106.8162077 -6.3050596, 106.816272 -6.3058913, 106.8169372 -6.3069364, 106.8168299 -6.3074696, 106.8164652 -6.3079601, 106.8159073 -6.3080881, 106.8156712 -6.3094531, 106.8158214 -6.3100076, 106.816036 -6.3106261, 106.8169158 -6.3106474, 106.8176239 -6.3103062, 106.8177312 -6.3110313, 106.8174951 -6.3121404, 106.8177955 -6.3146997, 106.8171518 -6.3151475, 106.8164866 -6.3151049, 106.8164222 -6.3160433, 106.8174951 -6.3162992, 106.8178599 -6.3161073, 106.8180959 -6.3162566, 106.8187397 -6.3164912, 106.8192117 -6.3166831, 106.8191045 -6.3172163, 106.8203705 -6.3173869, 106.8214433 -6.3175362, 106.8227308 -6.3173869, 106.8236535 -6.3173656, 106.8237393 -6.3177068, 106.8247907 -6.3177495, 106.8251984 -6.3154461, 106.8255203 -6.3137826, 106.8257349 -6.3113086, 106.8259924 -6.3112233, 106.8266361 -6.3114366, 106.8271296 -6.3084294, 106.8245976 -6.3084294, 106.8246834 -6.3063606, 106.8229239 -6.3063819, 106.8225591 -6.3066805, 106.820585 -6.3065312, 106.8205421 -6.3059553, 106.8203919 -6.3057207, 106.8188255 -6.3053795, 106.8162077 -6.3050596))",Ragunan,
