WKT,nama,deskripsi
"POLYGON ((106.7982771 -6.2147491, 106.7982342 -6.2205939, 106.8029978 -6.2225991, 106.8047573 -6.2247749, 106.8088772 -6.2219165, 106.8083622 -6.2212339, 106.8084051 -6.2157304, 106.8087913 -6.2149198, 106.8085338 -6.2143652, 106.8071606 -6.2129573, 106.806431 -6.2127866, 106.7982771 -6.2147491))",GBK,
