WKT,nama,deskripsi
"POLYGON ((106.7357434 -6.4352717, 106.7491329 -6.4390244, 106.7608059 -6.4438006, 106.7700756 -6.4455064, 106.7820919 -6.4475533, 106.7889584 -6.4489179, 106.7965115 -6.4557408, 106.7999447 -6.4611991, 106.8099011 -6.4652928, 106.8212307 -6.4669985, 106.8322171 -6.4652928, 106.8452633 -6.4646106, 106.8543613 -6.4640988, 106.8600262 -6.4623932, 106.8692959 -6.4625637, 106.8787373 -6.4611992, 106.8832005 -6.4615403, 106.8850888 -6.4577877, 106.8916119 -6.4448241, 106.8933285 -6.4335659, 106.8950451 -6.425378, 106.8971051 -6.415484, 106.898135 -6.4052488, 106.8957318 -6.3840952, 106.8960751 -6.3817068, 106.8963325 -6.370959, 106.8845738 -6.3711296, 106.880883 -6.3662674, 106.8711842 -6.3607229, 106.862601 -6.3596138, 106.855563 -6.349804, 106.8512327 -6.3405299, 106.8437183 -6.341956, 106.8329037 -6.3547518, 106.8153943 -6.3603817, 106.8059141 -6.367827, 106.7899884 -6.364988, 106.7905892 -6.3615759, 106.7913617 -6.3556047, 106.7919624 -6.348951, 106.7966402 -6.3440887, 106.8033028 -6.3283707, 106.8062907 -6.3186349, 106.8006955 -6.3147001, 106.7803753 -6.3190937, 106.7741957 -6.3117995, 106.7668143 -6.3314629, 106.7628659 -6.3540692, 106.7618359 -6.3591874, 106.7559994 -6.3612347, 106.7474163 -6.3612347, 106.746043 -6.3694236, 106.7456997 -6.3779537, 106.747073 -6.3847776, 106.7436398 -6.3933073, 106.7426098 -6.4011546, 106.7408932 -6.4072958, 106.7367733 -6.4072958, 106.7333401 -6.4185546, 106.7323101 -6.4291308, 106.7357434 -6.4352717))",Kota Depok,
