WKT,nama,deskripsi
"POLYGON ((106.8509218 -6.2328369, 106.8507072 -6.2332102, 106.8506107 -6.2336369, 106.850718 -6.2341808, 106.8508896 -6.2345327, 106.8514261 -6.234874, 106.8519518 -6.2351193, 106.852499 -6.2355566, 106.8526599 -6.2358446, 106.8527135 -6.2362072, 106.8526492 -6.2364632, 106.8522307 -6.237903, 106.8519089 -6.2389589, 106.8517157 -6.2398867, 106.8526277 -6.2421478, 106.8540224 -6.2420625, 106.8532714 -6.2412732, 106.8530676 -6.2406653, 106.8529818 -6.2395348, 106.8532392 -6.2386282, 106.8535504 -6.2373697, 106.8535826 -6.2367405, 106.8535075 -6.2359086, 106.8532714 -6.2347247, 106.8528959 -6.23481, 106.8527886 -6.2339995, 106.8525311 -6.2335409, 106.8517157 -6.2335622, 106.851351 -6.2334982, 106.8513617 -6.2331036, 106.8509218 -6.2328369))",Tebet Eco Park,
