WKT,nama,deskripsi
"POLYGON ((106.8820521 -6.2951687, 106.8835112 -6.2990291, 106.8842837 -6.3021217, 106.8845841 -6.3026122, 106.8867728 -6.3043611, 106.887438 -6.304745, 106.8907425 -6.3055768, 106.8935963 -6.3062166, 106.8966648 -6.3071977, 106.8986603 -6.3080721, 106.9010636 -6.3099276, 106.9018146 -6.3106528, 106.9035098 -6.310994, 106.9052264 -6.311122, 106.905956 -6.2995836, 106.9021794 -6.2994343, 106.9017288 -6.2986239, 106.8820521 -6.2951687))",Taman Mini Indonesia Indah,
